collocation,count,count_nested,length,lambda,z
and girls,1,0,2,4.156876628188325,2.544013372105934
and grit,1,0,2,4.156876628188325,2.544013372105934
and ground,1,0,2,4.156876628188325,2.544013372105934
and guarantees,1,0,2,4.156876628188325,2.544013372105934
and heals,1,0,2,4.156876628188325,2.544013372105934
and helicopters,1,0,2,4.156876628188325,2.544013372105934
and humanity,1,0,2,4.156876628188325,2.544013372105934
and ifvs,1,0,2,4.156876628188325,2.544013372105934
and injured,1,0,2,4.156876628188325,2.544013372105934
and managers,1,0,2,4.156876628188325,2.544013372105934
and maryinka,1,0,2,4.156876628188325,2.544013372105934
and maximum,1,0,2,4.156876628188325,2.544013372105934
and moving,1,0,2,4.156876628188325,2.544013372105934
and mrs,1,0,2,4.156876628188325,2.544013372105934
and much-needed,1,0,2,4.156876628188325,2.544013372105934
and neat,1,0,2,4.156876628188325,2.544013372105934
and nurses,1,0,2,4.156876628188325,2.544013372105934
and perseverance,1,0,2,4.156876628188325,2.544013372105934
and progress,1,0,2,4.156876628188325,2.544013372105934
and record,1,0,2,4.156876628188325,2.544013372105934
and sometimes,1,0,2,4.156876628188325,2.544013372105934
and successfully,1,0,2,4.156876628188325,2.544013372105934
and taras,1,0,2,4.156876628188325,2.544013372105934
and teach,1,0,2,4.156876628188325,2.544013372105934
and torturer,1,0,2,4.156876628188325,2.544013372105934
and tried,1,0,2,4.156876628188325,2.544013372105934
and turkey,1,0,2,4.156876628188325,2.544013372105934
and turkish,1,0,2,4.156876628188325,2.544013372105934
and unhesitating,1,0,2,4.156876628188325,2.544013372105934
and utility,1,0,2,4.156876628188325,2.544013372105934
and villages,1,0,2,4.156876628188325,2.544013372105934
and vyacheslav,1,0,2,4.156876628188325,2.544013372105934
and woman,1,0,2,4.156876628188325,2.544013372105934
work in,1,0,2,2.2447837637458887,2.540886862645433
of any,1,0,2,2.6277125139220443,2.540127181990502
of different,1,0,2,2.6277125139220443,2.540127181990502
of ordinary,1,0,2,2.6277125139220443,2.540127181990502
of struggle,1,0,2,2.6277125139220443,2.540127181990502
of tavria,1,0,2,2.6277125139220443,2.540127181990502
soldiers to,1,0,2,2.4768187124879226,2.5324911836425725
again and,1,0,2,2.613866240252439,2.526794277219261
economic and,1,0,2,2.613866240252439,2.526794277219261
estonia and,1,0,2,2.613866240252439,2.526794277219261
financial and,1,0,2,2.613866240252439,2.526794277219261
forces and,1,0,2,2.613866240252439,2.526794277219261
modern and,1,0,2,2.613866240252439,2.526794277219261
war and,1,0,2,2.613866240252439,2.526794277219261
weapons and,1,0,2,2.613866240252439,2.526794277219261
our american,1,0,2,2.4644825276287436,2.519939862871281
our common,1,0,2,2.4644825276287436,2.519939862871281
our cooperation,1,0,2,2.4644825276287436,2.519939862871281
cooperation for,1,0,2,2.6035955646620534,2.516903586534888
france for,1,0,2,2.6035955646620534,2.516903586534888
german for,1,0,2,2.6035955646620534,2.516903586534888
honor for,1,0,2,2.6035955646620534,2.516903586534888
justice for,1,0,2,2.6035955646620534,2.516903586534888
peace for,1,0,2,2.6035955646620534,2.516903586534888
ready for,1,0,2,2.6035955646620534,2.516903586534888
scholz for,1,0,2,2.6035955646620534,2.516903586534888
türkiye for,1,0,2,2.6035955646620534,2.516903586534888
war for,1,0,2,2.6035955646620534,2.516903586534888
for abandoning,1,0,2,4.109371416355181,2.515004494929528
for accuracy,1,0,2,4.109371416355181,2.515004494929528
for adopting,1,0,2,4.109371416355181,2.515004494929528
for agreeing,1,0,2,4.109371416355181,2.515004494929528
for anti-aircraft,1,0,2,4.109371416355181,2.515004494929528
for approving,1,0,2,4.109371416355181,2.515004494929528
for becoming,1,0,2,4.109371416355181,2.515004494929528
for feeling,1,0,2,4.109371416355181,2.515004494929528
for funding,1,0,2,4.109371416355181,2.515004494929528
for granting,1,0,2,4.109371416355181,2.515004494929528
for honoring,1,0,2,4.109371416355181,2.515004494929528
for hosting,1,0,2,4.109371416355181,2.515004494929528
for inviting,1,0,2,4.109371416355181,2.515004494929528
for joining,1,0,2,4.109371416355181,2.515004494929528
for jointly,1,0,2,4.109371416355181,2.515004494929528
for luxembourg's,1,0,2,4.109371416355181,2.515004494929528
for months,1,0,2,4.109371416355181,2.515004494929528
for nlaw,1,0,2,4.109371416355181,2.515004494929528
for participating,1,0,2,4.109371416355181,2.515004494929528
for preparing,1,0,2,4.109371416355181,2.515004494929528
for real,1,0,2,4.109371416355181,2.515004494929528
for realizing,1,0,2,4.109371416355181,2.515004494929528
for reinforcing,1,0,2,4.109371416355181,2.515004494929528
for sharing,1,0,2,4.109371416355181,2.515004494929528
for uniting,1,0,2,4.109371416355181,2.515004494929528
for visiting,1,0,2,4.109371416355181,2.515004494929528
defends the,5,0,2,1.1846595436391443,2.4977584184298367
for every,5,0,2,1.1527559629190076,2.49702121656138
businessmen who,1,0,2,4.054938698689714,2.4817599069586653
citizens who,1,0,2,4.054938698689714,2.4817599069586653
communities who,1,0,2,4.054938698689714,2.4817599069586653
continent who,1,0,2,4.054938698689714,2.4817599069586653
crews who,1,0,2,4.054938698689714,2.4817599069586653
driver who,1,0,2,4.054938698689714,2.4817599069586653
educators who,1,0,2,4.054938698689714,2.4817599069586653
europeans who,1,0,2,4.054938698689714,2.4817599069586653
figures who,1,0,2,4.054938698689714,2.4817599069586653
filmmakers who,1,0,2,4.054938698689714,2.4817599069586653
georgia who,1,0,2,4.054938698689714,2.4817599069586653
girls who,1,0,2,4.054938698689714,2.4817599069586653
hesitating who,1,0,2,4.054938698689714,2.4817599069586653
managers who,1,0,2,4.054938698689714,2.4817599069586653
nurses who,1,0,2,4.054938698689714,2.4817599069586653
officials who,1,0,2,4.054938698689714,2.4817599069586653
crimes of,1,0,2,2.566740605035757,2.4814065833418093
forces of,1,0,2,2.566740605035757,2.4814065833418093
initiative of,1,0,2,2.566740605035757,2.4814065833418093
partner of,1,0,2,2.566740605035757,2.4814065833418093
port of,1,0,2,2.566740605035757,2.4814065833418093
rescue of,1,0,2,2.566740605035757,2.4814065833418093
return of,1,0,2,2.566740605035757,2.4814065833418093
strength of,1,0,2,2.566740605035757,2.4814065833418093
who act,1,0,2,4.046120996893265,2.4763740017743974
who believes,1,0,2,4.046120996893265,2.4763740017743974
who block,1,0,2,4.046120996893265,2.4763740017743974
who cares,1,0,2,4.046120996893265,2.4763740017743974
who collect,1,0,2,4.046120996893265,2.4763740017743974
who commit,1,0,2,4.046120996893265,2.4763740017743974
who contribute,1,0,2,4.046120996893265,2.4763740017743974
who contributed,1,0,2,4.046120996893265,2.4763740017743974
who daily,1,0,2,4.046120996893265,2.4763740017743974
who deters,1,0,2,4.046120996893265,2.4763740017743974
who died,1,0,2,4.046120996893265,2.4763740017743974
who document,1,0,2,4.046120996893265,2.4763740017743974
who during,1,0,2,4.046120996893265,2.4763740017743974
who employs,1,0,2,4.046120996893265,2.4763740017743974
who expressed,1,0,2,4.046120996893265,2.4763740017743974
who extinguished,1,0,2,4.046120996893265,2.4763740017743974
who feels,1,0,2,4.046120996893265,2.4763740017743974
who finally,1,0,2,4.046120996893265,2.4763740017743974
who freed,1,0,2,4.046120996893265,2.4763740017743974
who gives,1,0,2,4.046120996893265,2.4763740017743974
who guarded,1,0,2,4.046120996893265,2.4763740017743974
who hear,1,0,2,4.046120996893265,2.4763740017743974
who ignores,1,0,2,4.046120996893265,2.4763740017743974
who immediately,1,0,2,4.046120996893265,2.4763740017743974
who investigates,1,0,2,4.046120996893265,2.4763740017743974
who knows,1,0,2,4.046120996893265,2.4763740017743974
who lacked,1,0,2,4.046120996893265,2.4763740017743974
who offered,1,0,2,4.046120996893265,2.4763740017743974
who opposes,1,0,2,4.046120996893265,2.4763740017743974
who participated,1,0,2,4.046120996893265,2.4763740017743974
who participates,1,0,2,4.046120996893265,2.4763740017743974
who planned,1,0,2,4.046120996893265,2.4763740017743974
who prepared,1,0,2,4.046120996893265,2.4763740017743974
who preserved,1,0,2,4.046120996893265,2.4763740017743974
who preserves,1,0,2,4.046120996893265,2.4763740017743974
who produces,1,0,2,4.046120996893265,2.4763740017743974
who promotes,1,0,2,4.046120996893265,2.4763740017743974
who protects,1,0,2,4.046120996893265,2.4763740017743974
who protests,1,0,2,4.046120996893265,2.4763740017743974
who put,1,0,2,4.046120996893265,2.4763740017743974
who replenish,1,0,2,4.046120996893265,2.4763740017743974
who said,1,0,2,4.046120996893265,2.4763740017743974
who share,1,0,2,4.046120996893265,2.4763740017743974
who showed,1,0,2,4.046120996893265,2.4763740017743974
who skillfully,1,0,2,4.046120996893265,2.4763740017743974
who stays,1,0,2,4.046120996893265,2.4763740017743974
who takes,1,0,2,4.046120996893265,2.4763740017743974
who treat,1,0,2,4.046120996893265,2.4763740017743974
who turns,1,0,2,4.046120996893265,2.4763740017743974
who visited,1,0,2,4.046120996893265,2.4763740017743974
who withstands,1,0,2,4.046120996893265,2.4763740017743974
that you,2,0,2,1.629233489060642,2.4720187763384582
and again,1,0,2,2.5471482924602347,2.462532716329423
and brings,1,0,2,2.5471482924602347,2.462532716329423
and clearly,1,0,2,2.5471482924602347,2.462532716329423
and communities,1,0,2,2.5471482924602347,2.462532716329423
and congress,1,0,2,2.5471482924602347,2.462532716329423
and economic,1,0,2,2.5471482924602347,2.462532716329423
and fully,1,0,2,2.5471482924602347,2.462532716329423
and just,1,0,2,2.5471482924602347,2.462532716329423
and quick,1,0,2,2.5471482924602347,2.462532716329423
and society,1,0,2,2.5471482924602347,2.462532716329423
and specialists,1,0,2,2.5471482924602347,2.462532716329423
and tavria,1,0,2,2.5471482924602347,2.462532716329423
from this,1,0,2,2.1372175094044072,2.456802658246873
understanding this,1,0,2,2.1372175094044072,2.456802658246873
to journalists,1,0,2,2.40097464107481,2.4553030734768213
to make,1,0,2,2.40097464107481,2.4553030734768213
to mr,1,0,2,2.40097464107481,2.4553030734768213
to present,1,0,2,2.40097464107481,2.4553030734768213
to restore,1,0,2,2.40097464107481,2.4553030734768213
its support,1,0,2,2.0902311107560907,2.4471366571434023
at the,3,0,2,1.4866083951591245,2.4276964613686967
for both,1,0,2,2.4996424466535094,2.416759358263248
for clearly,1,0,2,2.4996424466535094,2.416759358263248
for fully,1,0,2,2.4996424466535094,2.416759358263248
for initiatives,1,0,2,2.4996424466535094,2.416759358263248
for truly,1,0,2,2.4996424466535094,2.416759358263248
the countries,2,0,2,1.9065536611261762,2.4131806491868
the needs,2,0,2,1.9065536611261762,2.4131806491868
about our,1,0,2,2.2140861960204923,2.3966914067634573
ensures our,1,0,2,2.2140861960204923,2.3966914067634573
who has,2,0,2,1.72535048398953,2.391291460680745
the victory,3,0,2,1.4968815622975487,2.3879117536178964
all power,1,0,2,2.204253726920645,2.386111659542137
support and,5,0,2,1.0873937475143558,2.379513396376225
at this,1,0,2,2.0601155835117764,2.3774984032879503
today to,2,0,2,1.6402792928548564,2.3719263414570197
deputies who,1,0,2,2.4452089645566,2.364295193870389
heroes who,1,0,2,2.4452089645566,2.364295193870389
partner who,1,0,2,2.4452089645566,2.364295193870389
who again,1,0,2,2.436391134964352,2.355794860081628
who clearly,1,0,2,2.436391134964352,2.355794860081628
who condemned,1,0,2,2.436391134964352,2.355794860081628
who decided,1,0,2,2.436391134964352,2.355794860081628
who did,1,0,2,2.436391134964352,2.355794860081628
who feel,1,0,2,2.436391134964352,2.355794860081628
who see,1,0,2,2.436391134964352,2.355794860081628
who talks,1,0,2,2.436391134964352,2.355794860081628
continue to,1,0,2,2.225360544088902,2.3548793371072896
take to,1,0,2,2.225360544088902,2.3548793371072896
for helping,2,0,2,1.6774062176467894,2.352596867756118
help that,1,0,2,2.0122702853664647,2.3452140688029375
of solidarity,1,0,2,2.2910955385540177,2.343392365296391
our actions,1,0,2,2.2130242972193175,2.3418869698481637
our british,1,0,2,2.2130242972193175,2.3418869698481637
our entire,1,0,2,2.2130242972193175,2.3418869698481637
been and,1,0,2,2.27724918103865,2.329283464317451
canada and,1,0,2,2.27724918103865,2.329283464317451
defending and,1,0,2,2.27724918103865,2.329283464317451
kyiv and,1,0,2,2.27724918103865,2.329283464317451
life and,1,0,2,2.27724918103865,2.329283464317451
needs and,1,0,2,2.27724918103865,2.329283464317451
polish and,1,0,2,2.27724918103865,2.329283464317451
position and,1,0,2,2.27724918103865,2.329283464317451
soldiers and,1,0,2,2.27724918103865,2.329283464317451
supply and,1,0,2,2.27724918103865,2.329283464317451
time and,1,0,2,2.27724918103865,2.329283464317451
units and,1,0,2,2.27724918103865,2.329283464317451
boris for,1,0,2,2.2669784425001627,2.318817086643371
congress for,1,0,2,2.2669784425001627,2.318817086643371
involved for,1,0,2,2.2669784425001627,2.318817086643371
nations for,1,0,2,2.2669784425001627,2.318817086643371
present for,1,0,2,2.2669784425001627,2.318817086643371
above the,1,0,2,2.6733705401926136,2.313215549157562
along the,1,0,2,2.6733705401926136,2.313215549157562
chosen the,1,0,2,2.6733705401926136,2.313215549157562
destroy the,1,0,2,2.6733705401926136,2.313215549157562
endures the,1,0,2,2.6733705401926136,2.313215549157562
ensured the,1,0,2,2.6733705401926136,2.313215549157562
feel the,1,0,2,2.6733705401926136,2.313215549157562
fought the,1,0,2,2.6733705401926136,2.313215549157562
had the,1,0,2,2.6733705401926136,2.313215549157562
join the,1,0,2,2.6733705401926136,2.313215549157562
keeps the,1,0,2,2.6733705401926136,2.313215549157562
kherson the,1,0,2,2.6733705401926136,2.313215549157562
note the,1,0,2,2.6733705401926136,2.313215549157562
patronage the,1,0,2,2.6733705401926136,2.313215549157562
saw the,1,0,2,2.6733705401926136,2.313215549157562
strengthening the,1,0,2,2.6733705401926136,2.313215549157562
withstand the,1,0,2,2.6733705401926136,2.313215549157562
across the,1,0,2,3.7721310868298596,2.308955104681436
adopting the,1,0,2,3.7721310868298596,2.308955104681436
around the,1,0,2,3.7721310868298596,2.308955104681436
becoming the,1,0,2,3.7721310868298596,2.308955104681436
block the,1,0,2,3.7721310868298596,2.308955104681436
broke the,1,0,2,3.7721310868298596,2.308955104681436
consolidating the,1,0,2,3.7721310868298596,2.308955104681436
containing the,1,0,2,3.7721310868298596,2.308955104681436
convey the,1,0,2,3.7721310868298596,2.308955104681436
delaying the,1,0,2,3.7721310868298596,2.308955104681436
destroying the,1,0,2,3.7721310868298596,2.308955104681436
establishing the,1,0,2,3.7721310868298596,2.308955104681436
exhausting the,1,0,2,3.7721310868298596,2.308955104681436
expel the,1,0,2,3.7721310868298596,2.308955104681436
extinguished the,1,0,2,3.7721310868298596,2.308955104681436
feeling the,1,0,2,3.7721310868298596,2.308955104681436
gives the,1,0,2,3.7721310868298596,2.308955104681436
guaranteeing the,1,0,2,3.7721310868298596,2.308955104681436
guarded the,1,0,2,3.7721310868298596,2.308955104681436
honoring the,1,0,2,3.7721310868298596,2.308955104681436
identified the,1,0,2,3.7721310868298596,2.308955104681436
ignores the,1,0,2,3.7721310868298596,2.308955104681436
informing the,1,0,2,3.7721310868298596,2.308955104681436
investigate the,1,0,2,3.7721310868298596,2.308955104681436
joining the,1,0,2,3.7721310868298596,2.308955104681436
lacked the,1,0,2,3.7721310868298596,2.308955104681436
limiting the,1,0,2,3.7721310868298596,2.308955104681436
opposes the,1,0,2,3.7721310868298596,2.308955104681436
overcome the,1,0,2,3.7721310868298596,2.308955104681436
promote the,1,0,2,3.7721310868298596,2.308955104681436
promotes the,1,0,2,3.7721310868298596,2.308955104681436
replenishing the,1,0,2,3.7721310868298596,2.308955104681436
round the,1,0,2,3.7721310868298596,2.308955104681436
see the,1,0,2,3.7721310868298596,2.308955104681436
showed the,1,0,2,3.7721310868298596,2.308955104681436
spread the,1,0,2,3.7721310868298596,2.308955104681436
spreading the,1,0,2,3.7721310868298596,2.308955104681436
teaching the,1,0,2,3.7721310868298596,2.308955104681436
through the,1,0,2,3.7721310868298596,2.308955104681436
treat the,1,0,2,3.7721310868298596,2.308955104681436
turned the,1,0,2,3.7721310868298596,2.308955104681436
uniting the,1,0,2,3.7721310868298596,2.308955104681436
use the,1,0,2,3.7721310868298596,2.308955104681436
visited the,1,0,2,3.7721310868298596,2.308955104681436
within the,1,0,2,3.7721310868298596,2.308955104681436
of ukrainians,2,0,2,1.6145229154003893,2.305399368880619
and assistance,2,0,2,1.6248228312735802,2.3013373332310905
all ukrainian,2,0,2,1.56067161432832,2.295951255218801
those on,1,0,2,1.9355885566198106,2.2843444665198542
cities of,1,0,2,2.2301232515952503,2.2812537581118026
congress of,1,0,2,2.2301232515952503,2.2812537581118026
team of,1,0,2,2.2301232515952503,2.2812537581118026
time of,1,0,2,2.2301232515952503,2.2812537581118026
units of,1,0,2,2.2301232515952503,2.2812537581118026
to continue,1,0,2,2.149516079037528,2.274978640136193
in positions,1,0,2,1.9789710113162007,2.2676381990931045
in sanctions,1,0,2,1.9789710113162007,2.2676381990931045
works in,1,0,2,1.9699233088878365,2.2667566347251857
to president,2,0,2,1.564148751019621,2.262507827271722
and cooperation,1,0,2,2.210530812556268,2.2612810815129603
and great,1,0,2,2.210530812556268,2.2612810815129603
and helped,1,0,2,2.210530812556268,2.2612810815129603
and missile,1,0,2,2.210530812556268,2.2612810815129603
the government,3,0,2,1.3966477504099575,2.256989379706658
in ukraine,5,0,2,1.0061463364420788,2.256197885504597
this today,1,0,2,1.928886086196729,2.2495163490888137
this will,1,0,2,1.928886086196729,2.2495163490888137
for russia,2,0,2,1.5771770502158788,2.234161799007774
the decision,2,0,2,1.7057327252791277,2.2324580124974083
the resilience,2,0,2,1.7057327252791277,2.2324580124974083
the special,2,0,2,1.7057327252791277,2.2324580124974083
that your,1,0,2,1.89222371891092,2.223901455144288
supporting the,4,0,2,1.160667504828068,2.22012402294805
for defending,1,0,2,2.16302464962447,2.2128424880539854
for solidarity,1,0,2,2.16302464962447,2.2128424880539854
of freedom,2,0,2,1.5309963789248524,2.2018014840481577
the 107th,1,0,2,3.5917351682968928,2.198669002530763
the 143,1,0,2,3.5917351682968928,2.198669002530763
the 14th,1,0,2,3.5917351682968928,2.198669002530763
the 25th,1,0,2,3.5917351682968928,2.198669002530763
the 40th,1,0,2,3.5917351682968928,2.198669002530763
the achieved,1,0,2,3.5917351682968928,2.198669002530763
the appropriate,1,0,2,3.5917351682968928,2.198669002530763
the arguments,1,0,2,3.5917351682968928,2.198669002530763
the attempted,1,0,2,3.5917351682968928,2.198669002530763
the battlefield,1,0,2,3.5917351682968928,2.198669002530763
the candidacy,1,0,2,3.5917351682968928,2.198669002530763
the chernihiv,1,0,2,3.5917351682968928,2.198669002530763
the chevrons,1,0,2,3.5917351682968928,2.198669002530763
the chinese,1,0,2,3.5917351682968928,2.198669002530763
the clock,1,0,2,3.5917351682968928,2.198669002530763
the command,1,0,2,3.5917351682968928,2.198669002530763
the commander-in-chief,1,0,2,3.5917351682968928,2.198669002530763
the competition,1,0,2,3.5917351682968928,2.198669002530763
the consequences,1,0,2,3.5917351682968928,2.198669002530763
the convening,1,0,2,3.5917351682968928,2.198669002530763
the coordinator,1,0,2,3.5917351682968928,2.198669002530763
the cruelty,1,0,2,3.5917351682968928,2.198669002530763
the defensive,1,0,2,3.5917351682968928,2.198669002530763
the delivery,1,0,2,3.5917351682968928,2.198669002530763
the diligent,1,0,2,3.5917351682968928,2.198669002530763
the disgust,1,0,2,3.5917351682968928,2.198669002530763
the dnipropetrovsk,1,0,2,3.5917351682968928,2.198669002530763
the drivers,1,0,2,3.5917351682968928,2.198669002530763
the dynamics,1,0,2,3.5917351682968928,2.198669002530763
the economy,1,0,2,3.5917351682968928,2.198669002530763
the eighth,1,0,2,3.5917351682968928,2.198669002530763
the election,1,0,2,3.5917351682968928,2.198669002530763
the embassy,1,0,2,3.5917351682968928,2.198669002530763
the encirclement,1,0,2,3.5917351682968928,2.198669002530763
the enemy's,1,0,2,3.5917351682968928,2.198669002530763
the establishment,1,0,2,3.5917351682968928,2.198669002530763
the evacuation,1,0,2,3.5917351682968928,2.198669002530763
the evening,1,0,2,3.5917351682968928,2.198669002530763
the exchange,1,0,2,3.5917351682968928,2.198669002530763
the explosives,1,0,2,3.5917351682968928,2.198669002530763
the facts,1,0,2,3.5917351682968928,2.198669002530763
the famous,1,0,2,3.5917351682968928,2.198669002530763
the fate,1,0,2,3.5917351682968928,2.198669002530763
the filmmakers,1,0,2,3.5917351682968928,2.198669002530763
the finnish,1,0,2,3.5917351682968928,2.198669002530763
the fire,1,0,2,3.5917351682968928,2.198669002530763
the free,1,0,2,3.5917351682968928,2.198669002530763
the front,1,0,2,3.5917351682968928,2.198669002530763
the fundamental,1,0,2,3.5917351682968928,2.198669002530763
the globsec,1,0,2,3.5917351682968928,2.198669002530763
the grand,1,0,2,3.5917351682968928,2.198669002530763
the guests,1,0,2,3.5917351682968928,2.198669002530763
the head,1,0,2,3.5917351682968928,2.198669002530763
the heads,1,0,2,3.5917351682968928,2.198669002530763
the hierarchs,1,0,2,3.5917351682968928,2.198669002530763
the hottest,1,0,2,3.5917351682968928,2.198669002530763
the idea,1,0,2,3.5917351682968928,2.198669002530763
the implementation,1,0,2,3.5917351682968928,2.198669002530763
the indonesians,1,0,2,3.5917351682968928,2.198669002530763
the information,1,0,2,3.5917351682968928,2.198669002530763
the interests,1,0,2,3.5917351682968928,2.198669002530763
the invitation,1,0,2,3.5917351682968928,2.198669002530763
the issue,1,0,2,3.5917351682968928,2.198669002530763
the launch,1,0,2,3.5917351682968928,2.198669002530763
the liberated,1,0,2,3.5917351682968928,2.198669002530763
the lithuanian,1,0,2,3.5917351682968928,2.198669002530763
the long-range,1,0,2,3.5917351682968928,2.198669002530763
the mayor,1,0,2,3.5917351682968928,2.198669002530763
the meaning,1,0,2,3.5917351682968928,2.198669002530763
the members,1,0,2,3.5917351682968928,2.198669002530763
the morning,1,0,2,3.5917351682968928,2.198669002530763
the most,1,0,2,3.5917351682968928,2.198669002530763
the necessary,1,0,2,3.5917351682968928,2.198669002530763
the necessity,1,0,2,3.5917351682968928,2.198669002530763
the news,1,0,2,3.5917351682968928,2.198669002530763
the normality,1,0,2,3.5917351682968928,2.198669002530763
the occupier,1,0,2,3.5917351682968928,2.198669002530763
the occupier's,1,0,2,3.5917351682968928,2.198669002530763
the parliamentary,1,0,2,3.5917351682968928,2.198669002530763
the participation,1,0,2,3.5917351682968928,2.198669002530763
the past,1,0,2,3.5917351682968928,2.198669002530763
the people's,1,0,2,3.5917351682968928,2.198669002530763
the physical,1,0,2,3.5917351682968928,2.198669002530763
the plans,1,0,2,3.5917351682968928,2.198669002530763
the plant,1,0,2,3.5917351682968928,2.198669002530763
the poll,1,0,2,3.5917351682968928,2.198669002530763
the post-war,1,0,2,3.5917351682968928,2.198669002530763
the practical,1,0,2,3.5917351682968928,2.198669002530763
the presidential,1,0,2,3.5917351682968928,2.198669002530763
the price,1,0,2,3.5917351682968928,2.198669002530763
the protection,1,0,2,3.5917351682968928,2.198669002530763
the red,1,0,2,3.5917351682968928,2.198669002530763
the request,1,0,2,3.5917351682968928,2.198669002530763
the resolution,1,0,2,3.5917351682968928,2.198669002530763
the same,1,0,2,3.5917351682968928,2.198669002530763
the sappers,1,0,2,3.5917351682968928,2.198669002530763
the sea,1,0,2,3.5917351682968928,2.198669002530763
the shaman,1,0,2,3.5917351682968928,2.198669002530763
the sheer,1,0,2,3.5917351682968928,2.198669002530763
the site,1,0,2,3.5917351682968928,2.198669002530763
the sixth,1,0,2,3.5917351682968928,2.198669002530763
the sky,1,0,2,3.5917351682968928,2.198669002530763
the sling,1,0,2,3.5917351682968928,2.198669002530763
the sons,1,0,2,3.5917351682968928,2.198669002530763
the source,1,0,2,3.5917351682968928,2.198669002530763
the south,1,0,2,3.5917351682968928,2.198669002530763
the specialized,1,0,2,3.5917351682968928,2.198669002530763
the station,1,0,2,3.5917351682968928,2.198669002530763
the stronger,1,0,2,3.5917351682968928,2.198669002530763
the subject,1,0,2,3.5917351682968928,2.198669002530763
the suffering,1,0,2,3.5917351682968928,2.198669002530763
the swedish,1,0,2,3.5917351682968928,2.198669002530763
the teams,1,0,2,3.5917351682968928,2.198669002530763
the technical,1,0,2,3.5917351682968928,2.198669002530763
the timely,1,0,2,3.5917351682968928,2.198669002530763
the towns,1,0,2,3.5917351682968928,2.198669002530763
the transit,1,0,2,3.5917351682968928,2.198669002530763
the treatment,1,0,2,3.5917351682968928,2.198669002530763
the u.s,1,0,2,3.5917351682968928,2.198669002530763
the unambiguous,1,0,2,3.5917351682968928,2.198669002530763
the united24,1,0,2,3.5917351682968928,2.198669002530763
the unprecedented,1,0,2,3.5917351682968928,2.198669002530763
the vast,1,0,2,3.5917351682968928,2.198669002530763
the victims,1,0,2,3.5917351682968928,2.198669002530763
the wonderful,1,0,2,3.5917351682968928,2.198669002530763
the world's,1,0,2,3.5917351682968928,2.198669002530763
who work,3,0,2,1.2854491406818824,2.195787549887614
decisions to,1,0,2,2.0245460878444455,2.1925512216417156
how to,1,0,2,2.0245460878444455,2.1925512216417156
service to,1,0,2,2.0245460878444455,2.1925512216417156
working to,1,0,2,2.0245460878444455,2.1925512216417156
and as,2,0,2,1.5337056408238867,2.190554973793001
as in,1,0,2,1.89282102481362,2.1866317697138538
our humanitarian,1,0,2,2.0122097789466205,2.1792514918032464
our needs,1,0,2,2.0122097789466205,2.1792514918032464
of peace,1,0,2,2.039636350573957,2.159134218801448
of terror,1,0,2,2.039636350573957,2.159134218801448
the $,1,0,2,2.4929727294783506,2.157387207521278
the areas,1,0,2,2.4929727294783506,2.157387207521278
the armed,1,0,2,2.4929727294783506,2.157387207521278
the brutal,1,0,2,2.4929727294783506,2.157387207521278
the church,1,0,2,2.4929727294783506,2.157387207521278
the conference,1,0,2,2.4929727294783506,2.157387207521278
the continent,1,0,2,2.4929727294783506,2.157387207521278
the course,1,0,2,2.4929727294783506,2.157387207521278
the czech,1,0,2,2.4929727294783506,2.157387207521278
the danish,1,0,2,2.4929727294783506,2.157387207521278
the delegation,1,0,2,2.4929727294783506,2.157387207521278
the duty,1,0,2,2.4929727294783506,2.157387207521278
the enemy,1,0,2,2.4929727294783506,2.157387207521278
the full,1,0,2,2.4929727294783506,2.157387207521278
the german,1,0,2,2.4929727294783506,2.157387207521278
the guys,1,0,2,2.4929727294783506,2.157387207521278
the heroic,1,0,2,2.4929727294783506,2.157387207521278
the heroism,1,0,2,2.4929727294783506,2.157387207521278
the historical,1,0,2,2.4929727294783506,2.157387207521278
the immediate,1,0,2,2.4929727294783506,2.157387207521278
the invaders,1,0,2,2.4929727294783506,2.157387207521278
the israeli,1,0,2,2.4929727294783506,2.157387207521278
the large-scale,1,0,2,2.4929727294783506,2.157387207521278
the level,1,0,2,2.4929727294783506,2.157387207521278
the negotiations,1,0,2,2.4929727294783506,2.157387207521278
the participants,1,0,2,2.4929727294783506,2.157387207521278
the people’s,1,0,2,2.4929727294783506,2.157387207521278
the portuguese,1,0,2,2.4929727294783506,2.157387207521278
the prosecutor,1,0,2,2.4929727294783506,2.157387207521278
the republic,1,0,2,2.4929727294783506,2.157387207521278
the residents,1,0,2,2.4929727294783506,2.157387207521278
the respective,1,0,2,2.4929727294783506,2.157387207521278
the restoration,1,0,2,2.4929727294783506,2.157387207521278
the soledar,1,0,2,2.4929727294783506,2.157387207521278
the sovereignty,1,0,2,2.4929727294783506,2.157387207521278
the stable,1,0,2,2.4929727294783506,2.157387207521278
the tangible,1,0,2,2.4929727294783506,2.157387207521278
the territorial,1,0,2,2.4929727294783506,2.157387207521278
the thousands,1,0,2,2.4929727294783506,2.157387207521278
the threat,1,0,2,2.4929727294783506,2.157387207521278
the very,1,0,2,2.4929727294783506,2.157387207521278
the volunteers,1,0,2,2.4929727294783506,2.157387207521278
the wounded,1,0,2,2.4929727294783506,2.157387207521278
organizations who,1,0,2,2.1085907851447026,2.15732289186693
units who,1,0,2,2.1085907851447026,2.15732289186693
