collocation,count,count_nested,length,lambda,z
our whole,1,0,2,2.7731821689105836,2.8375183295657833
your choice,1,0,2,2.9260135022133955,2.8299937423700854
your citizens,1,0,2,2.9260135022133955,2.8299937423700854
your companies,1,0,2,2.9260135022133955,2.8299937423700854
your consistent,1,0,2,2.9260135022133955,2.8299937423700854
your demining,1,0,2,2.9260135022133955,2.8299937423700854
your exemplary,1,0,2,2.9260135022133955,2.8299937423700854
your performance,1,0,2,2.9260135022133955,2.8299937423700854
your resistance,1,0,2,2.9260135022133955,2.8299937423700854
that after,1,0,2,2.4376367278562467,2.826810745996225
award of,2,0,2,2.011410062335279,2.8236954501405824
the armed,2,0,2,2.3345229380681607,2.8168039772160447
the battles,2,0,2,2.3345229380681607,2.8168039772160447
the kharkiv,2,0,2,2.3345229380681607,2.8168039772160447
the participants,2,0,2,2.3345229380681607,2.8168039772160447
the terrorist,2,0,2,2.3345229380681607,2.8168039772160447
am very,1,0,2,2.374950253801617,2.811266093867619
ones you,1,0,2,2.9051306794833485,2.809855882165164
thanked you,1,0,2,2.9051306794833485,2.809855882165164
the memory,3,0,2,1.7844077423989955,2.805548694019202
awarding the,2,0,2,2.2143173284217736,2.804204885011172
bring the,2,0,2,2.2143173284217736,2.804204885011172
how the,2,0,2,2.2143173284217736,2.804204885011172
provides the,2,0,2,2.2143173284217736,2.804204885011172
save the,2,0,2,2.2143173284217736,2.804204885011172
to find,2,0,2,2.32404851042598,2.8041873214132798
to japan,2,0,2,2.32404851042598,2.8041873214132798
to officials,2,0,2,2.32404851042598,2.8041873214132798
of democracy,1,0,2,2.8982595361121017,2.8032293986461867
of emergency,1,0,2,2.8982595361121017,2.8032293986461867
of eu,1,0,2,2.8982595361121017,2.8032293986461867
of his,1,0,2,2.8982595361121017,2.8032293986461867
of italian,1,0,2,2.8982595361121017,2.8032293986461867
of modern,1,0,2,2.8982595361121017,2.8032293986461867
of negotiations,1,0,2,2.8982595361121017,2.8032293986461867
of others,1,0,2,2.8982595361121017,2.8032293986461867
of positive,1,0,2,2.8982595361121017,2.8032293986461867
of public,1,0,2,2.8982595361121017,2.8032293986461867
work of,3,0,2,1.6301099088321962,2.7990951584943313
thank germany,1,0,2,2.7348766744000343,2.7984695684564054
government who,1,0,2,2.642721998726273,2.798114357165436
showed your,1,0,2,4.566502302452494,2.7951362582590953
not a,1,0,2,2.372606865481478,2.7936866826155877
use to,2,0,2,2.1295558208301966,2.7883871902863726
brings our,1,0,2,2.630292462596498,2.785011446887224
saving our,1,0,2,2.630292462596498,2.785011446887224
people today,1,0,2,2.348407605914427,2.784200025128082
your active,1,0,2,4.53559744801638,2.7762553979771956
your commitment,1,0,2,4.53559744801638,2.7762553979771956
your dedication,1,0,2,4.53559744801638,2.7762553979771956
your effectiveness,1,0,2,4.53559744801638,2.7762553979771956
your families,1,0,2,4.53559744801638,2.7762553979771956
your foresight,1,0,2,4.53559744801638,2.7762553979771956
your grit,1,0,2,4.53559744801638,2.7762553979771956
your honesty,1,0,2,4.53559744801638,2.7762553979771956
your island,1,0,2,4.53559744801638,2.7762553979771956
your persistence,1,0,2,4.53559744801638,2.7762553979771956
your prudence,1,0,2,4.53559744801638,2.7762553979771956
your resolve,1,0,2,4.53559744801638,2.7762553979771956
your speed,1,0,2,4.53559744801638,2.7762553979771956
your trust,1,0,2,4.53559744801638,2.7762553979771956
your universities,1,0,2,4.53559744801638,2.7762553979771956
your vote,1,0,2,4.53559744801638,2.7762553979771956
is already,1,0,2,2.3741829307104307,2.767829379545322
for not,5,0,2,1.3452318772880747,2.7636510337769553
ask you,1,0,2,4.5147147213152925,2.763496512907448
birthdays you,1,0,2,4.5147147213152925,2.763496512907448
congratulate you,1,0,2,4.5147147213152925,2.763496512907448
medications you,1,0,2,4.5147147213152925,2.763496512907448
offer you,1,0,2,4.5147147213152925,2.763496512907448
the 130th,2,0,2,4.28066001602006,2.7624813876839145
the 15th,2,0,2,4.28066001602006,2.7624813876839145
the 1st,2,0,2,4.28066001602006,2.7624813876839145
the 23rd,2,0,2,4.28066001602006,2.7624813876839145
the 25th,2,0,2,4.28066001602006,2.7624813876839145
the 4th,2,0,2,4.28066001602006,2.7624813876839145
the 54th,2,0,2,4.28066001602006,2.7624813876839145
the 59th,2,0,2,4.28066001602006,2.7624813876839145
the 66th,2,0,2,4.28066001602006,2.7624813876839145
the 68th,2,0,2,4.28066001602006,2.7624813876839145
the 74th,2,0,2,4.28066001602006,2.7624813876839145
the 92nd,2,0,2,4.28066001602006,2.7624813876839145
the agrarians,2,0,2,4.28066001602006,2.7624813876839145
the beginning,2,0,2,4.28066001602006,2.7624813876839145
the commanders,2,0,2,4.28066001602006,2.7624813876839145
the committee's,2,0,2,4.28066001602006,2.7624813876839145
the confrontation,2,0,2,4.28066001602006,2.7624813876839145
the czech,2,0,2,4.28066001602006,2.7624813876839145
the end,2,0,2,4.28066001602006,2.7624813876839145
the experience,2,0,2,4.28066001602006,2.7624813876839145
the fifth,2,0,2,4.28066001602006,2.7624813876839145
the fourth,2,0,2,4.28066001602006,2.7624813876839145
the funds,2,0,2,4.28066001602006,2.7624813876839145
the head,2,0,2,4.28066001602006,2.7624813876839145
the highest,2,0,2,4.28066001602006,2.7624813876839145
the host,2,0,2,4.28066001602006,2.7624813876839145
the idea,2,0,2,4.28066001602006,2.7624813876839145
the interests,2,0,2,4.28066001602006,2.7624813876839145
the latest,2,0,2,4.28066001602006,2.7624813876839145
the liberation,2,0,2,4.28066001602006,2.7624813876839145
the ministry,2,0,2,4.28066001602006,2.7624813876839145
the morning,2,0,2,4.28066001602006,2.7624813876839145
the respected,2,0,2,4.28066001602006,2.7624813876839145
the ripple,2,0,2,4.28066001602006,2.7624813876839145
the same,2,0,2,4.28066001602006,2.7624813876839145
the seimas,2,0,2,4.28066001602006,2.7624813876839145
the servicemen,2,0,2,4.28066001602006,2.7624813876839145
the victorious,2,0,2,4.28066001602006,2.7624813876839145
the white,2,0,2,4.28066001602006,2.7624813876839145
the worthy,2,0,2,4.28066001602006,2.7624813876839145
mention all,1,0,2,2.452076266183224,2.7603501732081024
of 2135,1,0,2,4.507843609981767,2.759298261354098
of arab,1,0,2,4.507843609981767,2.759298261354098
of australians,1,0,2,4.507843609981767,2.759298261354098
of cambodia,1,0,2,4.507843609981767,2.759298261354098
of candidate,1,0,2,4.507843609981767,2.759298261354098
of captivity,1,0,2,4.507843609981767,2.759298261354098
of cyprus,1,0,2,4.507843609981767,2.759298261354098
of estonians,1,0,2,4.507843609981767,2.759298261354098
of human,1,0,2,4.507843609981767,2.759298261354098
of integration,1,0,2,4.507843609981767,2.759298261354098
of maryinka,1,0,2,4.507843609981767,2.759298261354098
of misunderstanding,1,0,2,4.507843609981767,2.759298261354098
of progress,1,0,2,4.507843609981767,2.759298261354098
of radiation,1,0,2,4.507843609981767,2.759298261354098
of rocket,1,0,2,4.507843609981767,2.759298261354098
of sham,1,0,2,4.507843609981767,2.759298261354098
of slovenia,1,0,2,4.507843609981767,2.759298261354098
of stabilization,1,0,2,4.507843609981767,2.759298261354098
of starlink,1,0,2,4.507843609981767,2.759298261354098
of tonnes,1,0,2,4.507843609981767,2.759298261354098
of upbringing,1,0,2,4.507843609981767,2.759298261354098
of utah,1,0,2,4.507843609981767,2.759298261354098
of vietnam,1,0,2,4.507843609981767,2.759298261354098
of whether,1,0,2,4.507843609981767,2.759298261354098
of winning,1,0,2,4.507843609981767,2.759298261354098
of zakarpattia,1,0,2,4.507843609981767,2.759298261354098
army and,1,0,2,2.6953190081321257,2.7581344277687783
brave and,1,0,2,2.6953190081321257,2.7581344277687783
future and,1,0,2,2.6953190081321257,2.7581344277687783
infrastructure and,1,0,2,2.6953190081321257,2.7581344277687783
liberated and,1,0,2,2.6953190081321257,2.7581344277687783
lviv and,1,0,2,2.6953190081321257,2.7581344277687783
quickly and,1,0,2,2.6953190081321257,2.7581344277687783
separately and,1,0,2,2.6953190081321257,2.7581344277687783
sergeant and,1,0,2,2.6953190081321257,2.7581344277687783
sincere and,1,0,2,2.6953190081321257,2.7581344277687783
truth and,1,0,2,2.6953190081321257,2.7581344277687783
unwavering and,1,0,2,2.6953190081321257,2.7581344277687783
whole and,1,0,2,2.6953190081321257,2.7581344277687783
congress for,1,0,2,2.8491764938600106,2.755887658089403
desire for,1,0,2,2.8491764938600106,2.755887658089403
germany for,1,0,2,2.8491764938600106,2.755887658089403
news for,1,0,2,2.8491764938600106,2.755887658089403
respect for,1,0,2,2.8491764938600106,2.755887658089403
spring for,1,0,2,2.8491764938600106,2.755887658089403
tasks for,1,0,2,2.8491764938600106,2.755887658089403
treatment for,1,0,2,2.8491764938600106,2.755887658089403
vital for,1,0,2,2.8491764938600106,2.755887658089403
weapons for,1,0,2,2.8491764938600106,2.755887658089403
worked for,1,0,2,2.8491764938600106,2.755887658089403
to contact,2,0,2,4.270185742973299,2.75572800526721
to croatia,2,0,2,4.270185742973299,2.75572800526721
to decide,2,0,2,4.270185742973299,2.75572800526721
to fulfill,2,0,2,4.270185742973299,2.75572800526721
to highlight,2,0,2,4.270185742973299,2.75572800526721
to modernize,2,0,2,4.270185742973299,2.75572800526721
to prompt,2,0,2,4.270185742973299,2.75572800526721
to suppress,2,0,2,4.270185742973299,2.75572800526721
to talk,2,0,2,4.270185742973299,2.75572800526721
to train,2,0,2,4.270185742973299,2.75572800526721
gives ukraine,1,0,2,2.692733642598424,2.755497909525685
also be,1,0,2,2.3221029923814083,2.7543186656353793
all its,1,0,2,2.468099531471619,2.7520017557198755
victory in,1,0,2,2.437775947111228,2.7443669890022053
choice of,1,0,2,2.834019322997852,2.7412660103206914
evacuation of,1,0,2,2.834019322997852,2.7412660103206914
office of,1,0,2,2.834019322997852,2.7412660103206914
path of,1,0,2,2.834019322997852,2.7412660103206914
person of,1,0,2,2.834019322997852,2.7412660103206914
regiment of,1,0,2,2.834019322997852,2.7412660103206914
strengthening of,1,0,2,2.834019322997852,2.7412660103206914
team of,1,0,2,2.834019322997852,2.7412660103206914
unity of,1,0,2,2.834019322997852,2.7412660103206914
volunteers of,1,0,2,2.834019322997852,2.7412660103206914
women of,1,0,2,2.834019322997852,2.7412660103206914
and defends,2,0,2,1.950680089862709,2.7387596395327245
your energy,2,0,2,1.9123981365407339,2.733937155742937
in its,1,0,2,2.4509691029356686,2.733021293441457
country for,2,0,2,1.9264414961108542,2.73144697167164
by this,1,0,2,2.3472209538088853,2.7304782857157353
academy for,1,0,2,4.458760803102921,2.729306491975623
achieved for,1,0,2,4.458760803102921,2.729306491975623
america for,1,0,2,4.458760803102921,2.729306491975623
apologize for,1,0,2,4.458760803102921,2.729306491975623
battle for,1,0,2,4.458760803102921,2.729306491975623
blood for,1,0,2,4.458760803102921,2.729306491975623
britain for,1,0,2,4.458760803102921,2.729306491975623
briton for,1,0,2,4.458760803102921,2.729306491975623
candidate for,1,0,2,4.458760803102921,2.729306491975623
centre for,1,0,2,4.458760803102921,2.729306491975623
chile for,1,0,2,4.458760803102921,2.729306491975623
condition for,1,0,2,4.458760803102921,2.729306491975623
corridors for,1,0,2,4.458760803102921,2.729306491975623
everybody for,1,0,2,4.458760803102921,2.729306491975623
factor for,1,0,2,4.458760803102921,2.729306491975623
guarantees for,1,0,2,4.458760803102921,2.729306491975623
guidance for,1,0,2,4.458760803102921,2.729306491975623
guideline for,1,0,2,4.458760803102921,2.729306491975623
him for,1,0,2,4.458760803102921,2.729306491975623
italians for,1,0,2,4.458760803102921,2.729306491975623
louder for,1,0,2,4.458760803102921,2.729306491975623
politics for,1,0,2,4.458760803102921,2.729306491975623
praise for,1,0,2,4.458760803102921,2.729306491975623
programs for,1,0,2,4.458760803102921,2.729306491975623
prospect for,1,0,2,4.458760803102921,2.729306491975623
scholz for,1,0,2,4.458760803102921,2.729306491975623
search for,1,0,2,4.458760803102921,2.729306491975623
shield for,1,0,2,4.458760803102921,2.729306491975623
slovakia for,1,0,2,4.458760803102921,2.729306491975623
therefore for,1,0,2,4.458760803102921,2.729306491975623
uk for,1,0,2,4.458760803102921,2.729306491975623
widodo for,1,0,2,4.458760803102921,2.729306491975623
one of,3,0,2,1.5800261529685606,2.7231567005049855
work with,1,0,2,2.3160736612441477,2.722697496992839
accuracy of,1,0,2,4.4436037072913095,2.7200440910489596
acquisition of,1,0,2,4.4436037072913095,2.7200440910489596
adoption of,1,0,2,4.4436037072913095,2.7200440910489596
afraid of,1,0,2,4.4436037072913095,2.7200440910489596
area of,1,0,2,4.4436037072913095,2.7200440910489596
assessment of,1,0,2,4.4436037072913095,2.7200440910489596
assets of,1,0,2,4.4436037072913095,2.7200440910489596
aware of,1,0,2,4.4436037072913095,2.7200440910489596
basis of,1,0,2,4.4436037072913095,2.7200440910489596
beginning of,1,0,2,4.4436037072913095,2.7200440910489596
brand of,1,0,2,4.4436037072913095,2.7200440910489596
budget of,1,0,2,4.4436037072913095,2.7200440910489596
center of,1,0,2,4.4436037072913095,2.7200440910489596
ceremony of,1,0,2,4.4436037072913095,2.7200440910489596
citizen of,1,0,2,4.4436037072913095,2.7200440910489596
citizens of,1,0,2,4.4436037072913095,2.7200440910489596
coastguard of,1,0,2,4.4436037072913095,2.7200440910489596
committee of,1,0,2,4.4436037072913095,2.7200440910489596
completeness of,1,0,2,4.4436037072913095,2.7200440910489596
completion of,1,0,2,4.4436037072913095,2.7200440910489596
consequences of,1,0,2,4.4436037072913095,2.7200440910489596
construction of,1,0,2,4.4436037072913095,2.7200440910489596
continents of,1,0,2,4.4436037072913095,2.7200440910489596
continuation of,1,0,2,4.4436037072913095,2.7200440910489596
crew of,1,0,2,4.4436037072913095,2.7200440910489596
end of,1,0,2,4.4436037072913095,2.7200440910489596
establishment of,1,0,2,4.4436037072913095,2.7200440910489596
examples of,1,0,2,4.4436037072913095,2.7200440910489596
fathers of,1,0,2,4.4436037072913095,2.7200440910489596
foundation of,1,0,2,4.4436037072913095,2.7200440910489596
genocide of,1,0,2,4.4436037072913095,2.7200440910489596
graduation of,1,0,2,4.4436037072913095,2.7200440910489596
guests of,1,0,2,4.4436037072913095,2.7200440910489596
heads of,1,0,2,4.4436037072913095,2.7200440910489596
houses of,1,0,2,4.4436037072913095,2.7200440910489596
instead of,1,0,2,4.4436037072913095,2.7200440910489596
kremlin of,1,0,2,4.4436037072913095,2.7200440910489596
launch of,1,0,2,4.4436037072913095,2.7200440910489596
league of,1,0,2,4.4436037072913095,2.7200440910489596
methods of,1,0,2,4.4436037072913095,2.7200440910489596
mission of,1,0,2,4.4436037072913095,2.7200440910489596
north of,1,0,2,4.4436037072913095,2.7200440910489596
outside of,1,0,2,4.4436037072913095,2.7200440910489596
paratroopers of,1,0,2,4.4436037072913095,2.7200440910489596
participation of,1,0,2,4.4436037072913095,2.7200440910489596
peoples of,1,0,2,4.4436037072913095,2.7200440910489596
perpetrators of,1,0,2,4.4436037072913095,2.7200440910489596
president-elect of,1,0,2,4.4436037072913095,2.7200440910489596
prosecution of,1,0,2,4.4436037072913095,2.7200440910489596
questions of,1,0,2,4.4436037072913095,2.7200440910489596
rapprochement of,1,0,2,4.4436037072913095,2.7200440910489596
regardless of,1,0,2,4.4436037072913095,2.7200440910489596
reinforcement of,1,0,2,4.4436037072913095,2.7200440910489596
relatives of,1,0,2,4.4436037072913095,2.7200440910489596
replenishment of,1,0,2,4.4436037072913095,2.7200440910489596
repulse of,1,0,2,4.4436037072913095,2.7200440910489596
seeds of,1,0,2,4.4436037072913095,2.7200440910489596
some of,1,0,2,4.4436037072913095,2.7200440910489596
squad of,1,0,2,4.4436037072913095,2.7200440910489596
status of,1,0,2,4.4436037072913095,2.7200440910489596
target of,1,0,2,4.4436037072913095,2.7200440910489596
tonnes of,1,0,2,4.4436037072913095,2.7200440910489596
tranche of,1,0,2,4.4436037072913095,2.7200440910489596
types of,1,0,2,4.4436037072913095,2.7200440910489596
unit of,1,0,2,4.4436037072913095,2.7200440910489596
vehicle of,1,0,2,4.4436037072913095,2.7200440910489596
victims of,1,0,2,4.4436037072913095,2.7200440910489596
voice of,1,0,2,4.4436037072913095,2.7200440910489596
warmth of,1,0,2,4.4436037072913095,2.7200440910489596
wings of,1,0,2,4.4436037072913095,2.7200440910489596
this decision,1,0,2,2.331670796603577,2.7053602587670573
on very,1,0,2,2.2768845098854644,2.6981916356508204
and mr,3,0,2,1.569259677745407,2.695079964108274
it today,1,0,2,2.268873445535996,2.692881404161539
for additional,2,0,2,4.16611272181105,2.6886210703717643
for advancing,2,0,2,4.16611272181105,2.6886210703717643
for celebrating,2,0,2,4.16611272181105,2.6886210703717643
for choosing,2,0,2,4.16611272181105,2.6886210703717643
for convening,2,0,2,4.16611272181105,2.6886210703717643
for finding,2,0,2,4.16611272181105,2.6886210703717643
for giving,2,0,2,4.16611272181105,2.6886210703717643
for hosting,2,0,2,4.16611272181105,2.6886210703717643
for implementing,2,0,2,4.16611272181105,2.6886210703717643
for proving,2,0,2,4.16611272181105,2.6886210703717643
for replenishing,2,0,2,4.16611272181105,2.6886210703717643
for standing,2,0,2,4.16611272181105,2.6886210703717643
for telling,2,0,2,4.16611272181105,2.6886210703717643
for waking,2,0,2,4.16611272181105,2.6886210703717643
also have,1,0,2,2.2606457679942746,2.68378447578508
and ammunition,1,0,2,4.382993356278303,2.683002162202119
and answer,1,0,2,4.382993356278303,2.683002162202119
and beat,1,0,2,4.382993356278303,2.683002162202119
and beneficially,1,0,2,4.382993356278303,2.683002162202119
and berdyansk,1,0,2,4.382993356278303,2.683002162202119
and block,1,0,2,4.382993356278303,2.683002162202119
and brothers-in-arms,1,0,2,4.382993356278303,2.683002162202119
and correct,1,0,2,4.382993356278303,2.683002162202119
and develop,1,0,2,4.382993356278303,2.683002162202119
and domestic,1,0,2,4.382993356278303,2.683002162202119
and eager,1,0,2,4.382993356278303,2.683002162202119
and efficient,1,0,2,4.382993356278303,2.683002162202119
and efficiently,1,0,2,4.382993356278303,2.683002162202119
and endurance,1,0,2,4.382993356278303,2.683002162202119
and eternal,1,0,2,4.382993356278303,2.683002162202119
and everywhere,1,0,2,4.382993356278303,2.683002162202119
and fairness,1,0,2,4.382993356278303,2.683002162202119
and far-reaching,1,0,2,4.382993356278303,2.683002162202119
and fathers,1,0,2,4.382993356278303,2.683002162202119
and gentleen,1,0,2,4.382993356278303,2.683002162202119
and guests,1,0,2,4.382993356278303,2.683002162202119
and heads,1,0,2,4.382993356278303,2.683002162202119
and historically,1,0,2,4.382993356278303,2.683002162202119
and inflicts,1,0,2,4.382993356278303,2.683002162202119
and i’m,1,0,2,4.382993356278303,2.683002162202119
and lecturers,1,0,2,4.382993356278303,2.683002162202119
and let's,1,0,2,4.382993356278303,2.683002162202119
and multifaceted,1,0,2,4.382993356278303,2.683002162202119
and norway,1,0,2,4.382993356278303,2.683002162202119
and partner,1,0,2,4.382993356278303,2.683002162202119
and peoples,1,0,2,4.382993356278303,2.683002162202119
and perpetrators,1,0,2,4.382993356278303,2.683002162202119
and pleasant,1,0,2,4.382993356278303,2.683002162202119
and principled,1,0,2,4.382993356278303,2.683002162202119
and rehabilitating,1,0,2,4.382993356278303,2.683002162202119
and rehabilitation,1,0,2,4.382993356278303,2.683002162202119
and repairmen,1,0,2,4.382993356278303,2.683002162202119
and safe,1,0,2,4.382993356278303,2.683002162202119
and sailor,1,0,2,4.382993356278303,2.683002162202119
and sergeant-major,1,0,2,4.382993356278303,2.683002162202119
and soul,1,0,2,4.382993356278303,2.683002162202119
and southern,1,0,2,4.382993356278303,2.683002162202119
and space,1,0,2,4.382993356278303,2.683002162202119
and steel,1,0,2,4.382993356278303,2.683002162202119
and therefore,1,0,2,4.382993356278303,2.683002162202119
and thus,1,0,2,4.382993356278303,2.683002162202119
and unequivocal,1,0,2,4.382993356278303,2.683002162202119
and unhesitating,1,0,2,4.382993356278303,2.683002162202119
and water,1,0,2,4.382993356278303,2.683002162202119
and woman,1,0,2,4.382993356278303,2.683002162202119
and wrocław,1,0,2,4.382993356278303,2.683002162202119
and absolutely,1,0,2,2.7734086602396673,2.682786921650717
and consistent,1,0,2,2.7734086602396673,2.682786921650717
and found,1,0,2,2.7734086602396673,2.682786921650717
and heard,1,0,2,2.7734086602396673,2.682786921650717
and journalists,1,0,2,2.7734086602396673,2.682786921650717
and nations,1,0,2,2.7734086602396673,2.682786921650717
and online,1,0,2,2.7734086602396673,2.682786921650717
and performance,1,0,2,2.7734086602396673,2.682786921650717
and saves,1,0,2,2.7734086602396673,2.682786921650717
and steadfastness,1,0,2,2.7734086602396673,2.682786921650717
and thanks,1,0,2,2.7734086602396673,2.682786921650717
and yet,1,0,2,2.7734086602396673,2.682786921650717
doing your,1,0,2,2.6203733030899174,2.681689750164351
soldiers are,1,0,2,2.26436833539994,2.674916212159368
works are,1,0,2,2.26436833539994,2.674916212159368
the accuracy,3,0,2,1.6731064242493034,2.6717675087378425
that the,14,0,2,0.7511886736849056,2.6707969260802455
our armed,1,0,2,2.5217950926093025,2.6705852172053453
our best,1,0,2,2.5217950926093025,2.6705852172053453
our communication,1,0,2,2.5217950926093025,2.6705852172053453
our efforts,1,0,2,2.5217950926093025,2.6705852172053453
our officers,1,0,2,2.5217950926093025,2.6705852172053453
our present,1,0,2,2.5217950926093025,2.6705852172053453
our unity,1,0,2,2.5217950926093025,2.6705852172053453
us that,2,0,2,1.7417362876683047,2.655574540285466
your brave,1,0,2,2.589468240909807,2.650157224750251
your clear,1,0,2,2.589468240909807,2.650157224750251
your hall,1,0,2,2.589468240909807,2.650157224750251
your historic,1,0,2,2.589468240909807,2.650157224750251
your humanitarian,1,0,2,2.589468240909807,2.650157224750251
your person,1,0,2,2.589468240909807,2.650157224750251
your professional,1,0,2,2.589468240909807,2.650157224750251
city who,1,0,2,2.4419788657414543,2.6461919273146686
general who,1,0,2,2.4419788657414543,2.6461919273146686
the attendees,2,0,2,2.0831328553765665,2.6383753132056076
the children,2,0,2,2.0831328553765665,2.6383753132056076
the government,2,0,2,2.0831328553765665,2.6383753132056076
the necessary,2,0,2,2.0831328553765665,2.6383753132056076
the needs,2,0,2,2.0831328553765665,2.6383753132056076
the stability,2,0,2,2.0831328553765665,2.6383753132056076
the steps,2,0,2,2.0831328553765665,2.6383753132056076
defending the,3,0,2,1.6132320248327865,2.6379718316410825
during the,2,0,2,2.0135715747895064,2.636843420798978
making the,2,0,2,2.0135715747895064,2.636843420798978
may the,2,0,2,2.0135715747895064,2.636843420798978
signed the,2,0,2,2.0135715747895064,2.636843420798978
this direction,1,0,2,2.2649079015784848,2.6358033695603527
partners to,2,0,2,1.962427142701383,2.6334756643214177
your strong,2,0,2,1.828943454894306,2.633418382676226
that has,1,0,2,2.2493701340802463,2.6294737489362365
welcome you,1,0,2,2.56858537015476,2.628847438254942
us to,6,0,2,1.1165117279603431,2.6270841285161706
for helping,3,0,2,1.669744886786499,2.625627213447424
such support,1,0,2,2.2621997656365584,2.625591164716047
to bring,2,0,2,2.0726583761869777,2.625131274529739
to continue,2,0,2,2.0726583761869777,2.625131274529739
to poland,2,0,2,2.0726583761869777,2.625131274529739
of attack,1,0,2,2.5617142107611377,2.6218353044471114
of businesses,1,0,2,2.5617142107611377,2.6218353044471114
of normal,1,0,2,2.5617142107611377,2.6218353044471114
of over,1,0,2,2.5617142107611377,2.6218353044471114
brigade for,3,0,2,1.502008499968297,2.6054069414455197
important for,3,0,2,1.502008499968297,2.6054069414455197
you definitely,1,0,2,2.4021096296262634,2.603166660551367
you guys,1,0,2,2.4021096296262634,2.603166660551367
you separately,1,0,2,2.4021096296262634,2.603166660551367
you so,1,0,2,2.4021096296262634,2.603166660551367
fight and,2,0,2,1.7864767369593988,2.601529063452627
equipment and,1,0,2,2.4439317784534005,2.588414986893487
financial and,1,0,2,2.4439317784534005,2.588414986893487
members and,1,0,2,2.4439317784534005,2.588414986893487
missiles and,1,0,2,2.4439317784534005,2.588414986893487
will help,1,0,2,2.1712792282908184,2.5805325788308897
canada for,1,0,2,2.512631050796598,2.5717380637824077
gratitude for,1,0,2,2.512631050796598,2.5717380637824077
ukraine from,1,0,2,2.1638040647141503,2.569939227782227
are grateful,1,0,2,2.167104355986803,2.5690663549117567
as much,1,0,2,2.1807297958821437,2.568835521815395
award all,1,0,2,2.2406234582197904,2.558908752152658
people have,1,0,2,2.1514868081488334,2.5584699720290125
areas of,1,0,2,2.4974738424009253,2.5562652719580163
army of,1,0,2,2.4974738424009253,2.5562652719580163
defenders of,1,0,2,2.4974738424009253,2.5562652719580163
evil of,1,0,2,2.4974738424009253,2.5562652719580163
future of,1,0,2,2.4974738424009253,2.5562652719580163
heroes of,1,0,2,2.4974738424009253,2.5562652719580163
whole of,1,0,2,2.4974738424009253,2.5562652719580163
who continue,1,0,2,2.352155989457364,2.5492408181339568
who give,1,0,2,2.352155989457364,2.5492408181339568
who values,1,0,2,2.352155989457364,2.5492408181339568
who volunteers,1,0,2,2.352155989457364,2.5492408181339568
our summit,2,0,2,1.7351829370643421,2.548985223205091
leaders in,1,0,2,2.2263231081604165,2.5426866362697247
is always,1,0,2,2.1568327213886622,2.5348948846042707
agreements to,1,0,2,2.9169321888641466,2.5247621394392974
awarded to,1,0,2,2.9169321888641466,2.5247621394392974
chance to,1,0,2,2.9169321888641466,2.5247621394392974
clear to,1,0,2,2.9169321888641466,2.5247621394392974
determination to,1,0,2,2.9169321888641466,2.5247621394392974
forget to,1,0,2,2.9169321888641466,2.5247621394392974
hard to,1,0,2,2.9169321888641466,2.5247621394392974
response to,1,0,2,2.9169321888641466,2.5247621394392974
safety to,1,0,2,2.9169321888641466,2.5247621394392974
sent to,1,0,2,2.9169321888641466,2.5247621394392974
talk to,1,0,2,2.9169321888641466,2.5247621394392974
way to,1,0,2,2.9169321888641466,2.5247621394392974
our children,1,0,2,2.3210517438486615,2.5156536600817314
our government,1,0,2,2.3210517438486615,2.5156536600817314
our guys,1,0,2,2.3210517438486615,2.5156536600817314
our intelligence,1,0,2,2.3210517438486615,2.5156536600817314
our second,1,0,2,2.3210517438486615,2.5156536600817314
our stability,1,0,2,2.3210517438486615,2.5156536600817314
our troops,1,0,2,2.3210517438486615,2.5156536600817314
our volunteers,1,0,2,2.3210517438486615,2.5156536600817314
our zaporizhzhia,1,0,2,2.3210517438486615,2.5156536600817314
in an,1,0,2,2.21443633120691,2.5135223987293807
separate brigade,1,0,2,2.1125044993203064,2.5134545794821914
that together,1,0,2,2.1410136157252815,2.512889862872286
forces who,1,0,2,2.2748523383080457,2.5065988677544557
i see,1,0,2,2.2246445886864823,2.5058301610170357
sure of,2,0,2,1.7367533558777764,2.5011806048348664
of such,2,0,2,1.7240943266052131,2.49800004092918
and character,1,0,2,2.436863023735861,2.4943816057934876
and efficiency,1,0,2,2.436863023735861,2.4943816057934876
and global,1,0,2,2.436863023735861,2.4943816057934876
and professional,1,0,2,2.436863023735861,2.4943816057934876
and repelling,1,0,2,2.436863023735861,2.4943816057934876
and return,1,0,2,2.436863023735861,2.4943816057934876
and supply,1,0,2,2.436863023735861,2.4943816057934876
for another,2,0,2,1.968583185070186,2.493513543546235
soldiers with,1,0,2,2.1066251536721667,2.4916319200838335
works with,1,0,2,2.1066251536721667,2.4916319200838335
the border,4,0,2,1.314001389959229,2.4808527143975216
your best,1,0,2,2.338080782613532,2.4766469958922084
your precision,1,0,2,2.338080782613532,2.4766469958922084
your unity,1,0,2,2.338080782613532,2.4766469958922084
and life,3,0,2,1.4259383431439696,2.4740115068642647
and our,20,0,2,0.5749674232901407,2.472202367864286
the evil,2,0,2,1.8823864997797033,2.4653537144890842
the joint,2,0,2,1.8823864997797033,2.4653537144890842
and all,14,0,2,0.6788985857343808,2.4612024299121766
accession to,1,0,2,4.01561904318735,2.4583847849618397
advisors to,1,0,2,4.01561904318735,2.4583847849618397
